danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,time_signature,popularity,release_date,track_title,track_artist,playlist_id,playlist_name,id
0.693,0.833,-5.832,0.0736,0.00186,0.00513,0.413,0.452,120.025,11,0,174477,4,60,2022-12-02,Solitude (with BIA & Lucky Daye),Snakehips,37i9dQZF1DX4dyzvuaRJ0n,mint,2cjhbrRCiUwRWL2PDPpDAu
0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,7,0,175238,4,97,2022-08-26,I'm Good (Blue),David Guetta,37i9dQZF1DX4dyzvuaRJ0n,mint,4uUG5RXrOk84mYEfFvj3cK
0.647,0.871,-7.144,0.0936,0.0976,0.000534,0.173,0.643,129.928,11,0,128853,4,71,2022-11-15,Do you miss me?,PinkPantheress,37i9dQZF1DX4dyzvuaRJ0n,mint,67r7ZHxVxONN9ZQk05AQVL
0.736,0.906,-7.589,0.048,0.164,0.585,0.106,0.698,137.001,0,1,226627,4,86,2022-08-12,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,37i9dQZF1DX4dyzvuaRJ0n,mint,39JofJHEtg8I4fSyo7Imft
0.685,0.827,-7.745,0.224,0.138,0.00207,0.374,0.586,133.93,10,1,250702,4,71,2022-10-17,Delilah (pull me out of this),Fred again..,37i9dQZF1DX4dyzvuaRJ0n,mint,0Ftrkz2waaHcjKb4qYvLmz
0.554,0.966,-3.745,0.106,0.00109,0.838,0.415,0.193,132.035,6,1,225682,4,64,2022-08-12,I FEEL LIKE DANCING,Hardwell,37i9dQZF1DX4dyzvuaRJ0n,mint,651YhrvzeVfOa8yIifIhUM
0.811,0.808,-6.055,0.0548,0.00816,0.505,0.135,0.651,126.027,9,1,156191,4,63,2022-11-04,Nightbird,DJ Snake,37i9dQZF1DX4dyzvuaRJ0n,mint,0CADZTEOUaMw9bHnKB59Ts
0.644,0.847,-6.654,0.0376,0.000305,0.0223,0.149,0.214,124.979,5,1,172800,4,66,2022-12-09,I Can’t Wait (feat. Poppy Baskcomb),Tiësto,37i9dQZF1DX4dyzvuaRJ0n,mint,3bnla8QwheGOI2AtfWOES1
0.873,0.685,-6.52,0.0609,0.0176,0.00172,0.0483,0.918,124.025,0,0,221748,4,59,2022-11-09,6am,Channel Tres,37i9dQZF1DX4dyzvuaRJ0n,mint,1lx452Y4CLMvIois88vwBr
0.753,0.836,-5.506,0.044,0.101,0.000896,0.118,0.661,121.95,1,0,160850,4,60,2022-12-02,Afterparty,Loud Luxury,37i9dQZF1DX4dyzvuaRJ0n,mint,4j5UF24fwzvkw6QtNH5YtK
0.884,0.745,-7.892,0.135,0.00321,0.357,0.0921,0.735,126.992,7,1,245669,4,67,2022-09-30,Smack Yo',Beltran,37i9dQZF1DX4dyzvuaRJ0n,mint,2UdCQIDwFvGhslUYZH5tRR
0.561,0.928,-5.812,0.0371,0.087,0.894,0.332,0.182,125.988,6,0,171429,4,75,2022-09-02,Tell Me Why - MEDUZA Remix,Supermode,37i9dQZF1DX4dyzvuaRJ0n,mint,7jrMFjEq0t09f7m3HnnWXl
0.7,0.928,-4.397,0.0634,0.042,0.691,0.104,0.459,129.01,7,1,238142,4,57,2022-11-18,Rabbit Hole,Layton Giordani,37i9dQZF1DX4dyzvuaRJ0n,mint,4T2i7b1SkRTGHmT5Xr6ym9
0.821,0.781,-4.465,0.0397,0.00563,0.0191,0.0403,0.434,137.017,0,1,133213,4,71,2022-10-07,Beat Goes On (Rhythm to the Brain),Campbell,37i9dQZF1DX4dyzvuaRJ0n,mint,4iAADGCKIR9GkLGvAHfZUS
0.507,0.879,-3.666,0.134,0.0152,0.0,0.123,0.434,149.949,0,0,211318,4,69,2022-11-04,Lose Your Love (with Matt Maeson),Gryffin,37i9dQZF1DX4dyzvuaRJ0n,mint,1PknqupRJmUOeOj0ghpwLZ
0.708,0.909,-5.999,0.0476,0.0324,0.527,0.08,0.351,127.997,5,0,164043,4,63,2022-10-21,Edge of Seventeen,Wuki,37i9dQZF1DX4dyzvuaRJ0n,mint,5IFSvSEeCAvvBEQ85poqKB
0.539,0.955,-4.877,0.0755,0.00219,0.0286,0.205,0.158,127.863,4,0,170859,4,67,2022-11-04,You Can’t Change Me (feat. Raye),David Guetta,37i9dQZF1DX4dyzvuaRJ0n,mint,4HjLBWJ7AKZQcmupi1NSM5
0.889,0.871,-5.349,0.149,0.00176,0.586,0.279,0.491,124.008,11,0,178909,4,74,2022-09-16,Chill Like That,Sunday Scaries,37i9dQZF1DX4dyzvuaRJ0n,mint,2UwgoIMAYT0pDOxUFTjEVJ
0.785,0.939,-4.89,0.296,0.00473,0.0519,0.885,0.469,126.003,8,0,192382,4,57,2022-11-11,Outer Space,Habstrakt,37i9dQZF1DX4dyzvuaRJ0n,mint,4BSpzPw0jNM5YdfE6rbFi9
0.655,0.89,-6.434,0.0611,0.101,0.0149,0.488,0.328,127.979,5,0,199967,4,66,2022-09-02,Remember (feat. Stevie Appleton),Sonny Fodera,37i9dQZF1DX4dyzvuaRJ0n,mint,5Cv9UBYh2VkiCspwh4Wog5
0.755,0.968,-5.282,0.0424,0.00117,0.773,0.103,0.785,126.007,8,1,194311,4,66,2022-09-02,Yeah The Girls,FISHER,37i9dQZF1DX4dyzvuaRJ0n,mint,2ST4u9GusI2ddDfuMvXA5l
0.856,0.759,-7.41,0.036,0.00862,0.0972,0.0709,0.153,113.004,1,0,193274,4,51,2022-09-22,Koo Koo Fun (feat. Tiwa Savage & DJ Maphorisa),Major Lazer,37i9dQZF1DX4dyzvuaRJ0n,mint,3mO0E6D3BsdBLjDCImi65H
0.746,0.729,-7.786,0.0459,0.000593,0.0449,0.31,0.377,126.051,2,1,232401,4,57,2022-09-27,Show Me Some Love (feat. Sadie Walker),Honey Dijon,37i9dQZF1DX4dyzvuaRJ0n,mint,4qUx0Q2kGLwjkweKThS3rj
0.485,0.969,-0.517,0.0561,0.0485,0.664,0.192,0.448,173.941,8,0,204500,4,69,2022-10-07,Ready To Fly - Sub Focus & Dimension,Sub Focus,37i9dQZF1DX4dyzvuaRJ0n,mint,0a2cA9H6KuOsoHLCnjl6YL
0.61,0.886,-6.739,0.0491,0.0133,0.00138,0.0877,0.81,139.985,11,0,207841,4,53,2022-10-07,Anxious Mind,TSHA,37i9dQZF1DX4dyzvuaRJ0n,mint,2302Z0DrnuYan1AfNO04bz
0.836,0.878,-8.714,0.0472,0.00342,0.26,0.0775,0.626,126.014,7,1,167619,4,45,2022-12-09,Sway (feat. Dope Earth Alien),HoneyLuv,37i9dQZF1DX4dyzvuaRJ0n,mint,0KgDKuaHnbZOzz8adnnfxd
0.523,0.908,-5.009,0.0799,0.00179,0.00543,0.168,0.328,121.0,6,0,196314,4,62,2022-10-10,Call On Me (with Tove Lo),SG Lewis,37i9dQZF1DX4dyzvuaRJ0n,mint,6jpOvC9iucgAnJm7vwyXm6
0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,2,1,272373,4,86,2022-10-12,Escapism.,RAYE,37i9dQZF1DX4dyzvuaRJ0n,mint,5Z2MiIZ5I3jJvvmeWMLbOQ
0.678,0.931,-5.813,0.0867,0.00159,0.0275,0.091,0.346,130.021,5,1,201231,4,69,2022-09-14,Danielle (smile on my face),Fred again..,37i9dQZF1DX4dyzvuaRJ0n,mint,2sLVs5iX0osogh4jcsAJkv
0.378,0.614,-3.809,0.0761,0.13,0.0,0.309,0.451,175.937,1,0,132955,4,69,2022-11-25,Shut Up,Alan Walker,37i9dQZF1DX4dyzvuaRJ0n,mint,1hf9Wu2l0XIgAcTZLSAUJe
0.664,0.759,-4.89,0.039,0.0142,0.000174,0.0892,0.752,124.968,5,1,174585,4,69,2022-11-11,Rely On Me,Sigala,37i9dQZF1DX4dyzvuaRJ0n,mint,0x381izXRwXLdOTe1diiPS
0.616,0.841,-4.779,0.076,0.0559,0.00217,0.417,0.714,110.029,5,0,154561,4,82,2022-09-16,Call It Love,Felix Jaehn,37i9dQZF1DX4dyzvuaRJ0n,mint,5YdnOm5990Kfq1Jodws98B
0.833,0.86,-5.331,0.0675,0.155,0.773,0.103,0.606,124.987,1,1,136189,4,74,2019-07-30,Like Wooh Wooh - Radio Edit,Rnbstylerz,37i9dQZF1DX4dyzvuaRJ0n,mint,0C9P00gKzHroC3Et2SQylA
0.663,0.802,-5.126,0.0381,0.005,0.0419,0.617,0.307,125.989,2,0,177143,4,61,2022-11-04,Show Me (feat. Hannah Boleyn),John Summit,37i9dQZF1DX4dyzvuaRJ0n,mint,5U5Q3MbGlEc6q9NK9lMiPD
0.416,0.821,-7.502,0.0394,0.183,0.013,0.149,0.521,122.916,10,0,195122,4,66,2022-09-23,Under Pressure,MEDUZA,37i9dQZF1DX4dyzvuaRJ0n,mint,7q887Wj7xbhsSKhHct5xKM
0.62,0.837,-4.356,0.13,0.128,0.000242,0.242,0.433,172.081,8,0,170438,4,79,2022-09-23,messy in heaven,venbee,37i9dQZF1DX4dyzvuaRJ0n,mint,5RobAV5ROH5KARimi7n3cO
0.553,0.948,-9.628,0.037,0.00881,0.818,0.102,0.0389,134.996,1,1,206222,4,62,2022-07-15,Children - Radio Edit,Deborah de Luca,37i9dQZF1DX4dyzvuaRJ0n,mint,7Bg90Jhm3Dhtu7m2YCpo6C
0.609,0.94,-6.097,0.0617,0.00124,0.269,0.15,0.238,128.001,10,1,188592,4,70,2022-07-14,Miracle Maker,Dom Dolla,37i9dQZF1DX4dyzvuaRJ0n,mint,6txvQu0zUbiqG24A8XMLnK
0.534,0.946,-6.632,0.0383,0.000404,0.698,0.348,0.173,121.951,10,1,201622,4,61,2022-10-14,Rhythm (Of The Night),Something Good,37i9dQZF1DX4dyzvuaRJ0n,mint,4G58eym5EGj8ZG1qt8DXIx
0.768,0.846,-6.469,0.0478,0.00411,0.769,0.0998,0.139,124.981,9,1,244338,4,57,2022-10-28,Other Side,Azzecca,37i9dQZF1DX4dyzvuaRJ0n,mint,6gLDnzjpM0AwOeh9NmmHE0
0.723,0.695,-7.155,0.0352,0.00119,0.521,0.0104,0.341,121.993,5,0,381720,4,53,2022-11-11,Yumi,Notre Dame,37i9dQZF1DX4dyzvuaRJ0n,mint,0qLp8n67H96dA3L0ySGb0l
0.954,0.791,-5.717,0.26,0.0179,2.92e-05,0.29,0.493,128.005,9,0,213984,4,57,2022-09-23,Deep (with DJ Snake & Yung Felix),Malaa,37i9dQZF1DX4dyzvuaRJ0n,mint,0hSdx0sbSmYRVJzZTuspu0
0.762,0.771,-5.471,0.0847,0.275,0.00335,0.244,0.392,123.933,9,0,178414,4,63,2022-11-04,No Love For You,Regard,37i9dQZF1DX4dyzvuaRJ0n,mint,2hXevSk7W1jBAO34M8XHdW
0.788,0.873,-6.188,0.0431,0.00344,0.311,0.332,0.291,128.004,2,1,223537,4,65,2022-09-20,KILL DEM,Jamie xx,37i9dQZF1DX4dyzvuaRJ0n,mint,5CE0k1VmTXgCtaa5L288LP
0.628,0.967,-2.43,0.0538,0.0217,0.00157,0.336,0.349,125.982,8,1,186689,4,77,2022-10-21,Lionheart (Fearless),Joel Corry,37i9dQZF1DX4dyzvuaRJ0n,mint,5vlzH0ps6WDyb158oFTAb3
0.528,0.822,-5.371,0.0287,0.0087,0.192,0.183,0.363,130.013,4,0,256899,4,66,2022-10-05,Water,Bicep,37i9dQZF1DX4dyzvuaRJ0n,mint,09cgbbadzZSKFd1hGN23p5
0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,0.662,123.998,5,0,148629,3,86,2022-07-22,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,37i9dQZF1DX4dyzvuaRJ0n,mint,3rb0tMq42WfggucPm0HHkA
0.396,0.597,-5.819,0.0358,0.308,1.8e-06,0.0607,0.185,170.061,9,1,292634,4,58,2022-09-30,Stop Thinking (feat. Lights),Seven Lions,37i9dQZF1DX4dyzvuaRJ0n,mint,6bfyfZ0UV3K9Broh54iXaw
0.75,0.863,-3.208,0.0451,0.0402,0.593,0.162,0.192,87.513,7,1,197489,4,68,2022-09-23,FLUTE,MONSS,37i9dQZF1DX4dyzvuaRJ0n,mint,6D1v5PAr6RKuJ8VuaS5aIO
0.713,0.738,-7.851,0.0428,0.435,0.000681,0.137,0.0808,121.005,1,0,241265,4,62,2022-08-24,Black Mascara.,RAYE,37i9dQZF1DX4dyzvuaRJ0n,mint,2MdoVJfbVNOsZx9AQ7Eqjh
0.683,0.887,-4.944,0.0497,0.0125,0.446,0.318,0.551,132.007,6,0,267947,4,77,2022-07-29,Turn On The Lights again.. (feat. Future),Fred again..,37i9dQZF1DX4dyzvuaRJ0n,mint,6gdDu39yYqPcaTgCwYEW8i
0.658,0.546,-9.31,0.0318,0.104,0.000211,0.158,0.289,125.06,7,1,166230,4,64,2022-08-16,Forever And A Day,LP Giobbi,37i9dQZF1DX4dyzvuaRJ0n,mint,5o1mS67lEoLCeFobGIaNb2
0.677,0.569,-7.333,0.0427,0.00398,5.17e-05,0.13,0.648,119.003,5,0,286061,4,60,2022-11-03,Lifetime,SG Lewis,37i9dQZF1DX4dyzvuaRJ0n,mint,4bmRJGOIegqYIBQrOga05Q
0.674,0.625,-9.593,0.0514,0.0843,0.0015,0.11,0.208,120.004,1,1,273998,4,74,2022-07-29,SUMMER RENAISSANCE,Beyoncé,37i9dQZF1DX4dyzvuaRJ0n,mint,3HyR1j49TY5ACP2lseF1jx
0.736,0.783,-6.765,0.0504,0.00476,0.0055,0.343,0.179,127.998,1,1,234411,4,68,2022-10-14,Unholy (feat. Kim Petras) - Disclosure Remix,Sam Smith,37i9dQZF1DX4dyzvuaRJ0n,mint,2Tl5fhF4itz5VeXHRVGIO5
0.845,0.581,-10.676,0.123,0.0438,0.000125,0.101,0.49,126.97,6,0,168375,4,57,2022-09-30,Poison,Shygirl,37i9dQZF1DX4dyzvuaRJ0n,mint,5guwpkhQxfe25YB9ErXqGY
0.61,0.709,-7.143,0.241,0.00707,1.61e-05,0.273,0.33,100.489,7,1,232122,4,63,2022-08-01,Twin Flame,KAYTRANADA,37i9dQZF1DX4dyzvuaRJ0n,mint,15cYjzRUBRrDHn76GdxWiv
0.877,0.665,-6.597,0.191,0.0586,0.012,0.0685,0.786,125.017,5,0,154860,4,62,2022-08-12,People Ain't Dancing (feat. Kah-Lo),Billen Ted,37i9dQZF1DX4dyzvuaRJ0n,mint,4qXjXZPGtVNhQq1z9QDRFn
0.314,0.858,-8.596,0.0563,0.00356,0.873,0.145,0.0729,127.046,11,0,306166,4,61,2022-10-14,It's Ours - Short Mix,ARTBAT,37i9dQZF1DX4dyzvuaRJ0n,mint,26RfGZj3z5Y25w6tQDcAyM
0.531,0.89,-6.308,0.144,0.00198,0.497,0.0913,0.411,169.963,2,1,152559,4,68,2022-09-30,Baianá,Nia Archives,37i9dQZF1DX4dyzvuaRJ0n,mint,7B0gxo0jQCy5Lk93RIODAC
0.576,0.848,-5.935,0.0333,0.00161,0.00144,0.11,0.532,130.026,9,1,277433,4,54,2022-08-30,Dancing In The Shadows,TSHA,37i9dQZF1DX4dyzvuaRJ0n,mint,2edB8M0PPZCoYKm8ohDaNm
0.54,0.749,-7.896,0.042,0.00672,2.3e-05,0.147,0.469,154.024,2,1,215067,4,58,2022-09-08,Nothing's Perfect,NGHTMRE,37i9dQZF1DX4dyzvuaRJ0n,mint,6mpK1E4JUAoAuoEDoaenYL
0.651,0.766,-4.236,0.0486,0.00503,0.0462,0.0757,0.192,150.68,1,1,205530,5,60,2022-09-09,Power (Remember Who You Are) - From The Flipper’s Skate Heist Short Film,SPINALL,37i9dQZF1DX4dyzvuaRJ0n,mint,7vQYsdVQMbB8d8DSxtHSgr
0.496,0.873,-7.547,0.0362,0.00335,0.896,0.099,0.0458,130.0,4,1,293489,4,55,2022-09-29,To Feel Again / Trois,Jon Hopkins,37i9dQZF1DX4dyzvuaRJ0n,mint,4ho6jJU2nbX0NbiF33i4tX
0.668,0.838,-3.907,0.0358,0.0629,0.0243,0.124,0.0327,126.003,7,1,308571,4,53,2022-08-12,I Will,Devault,37i9dQZF1DX4dyzvuaRJ0n,mint,43z2fGPJgfnhOI8w6vofIa
0.691,0.918,-5.619,0.0435,0.00245,0.864,0.0612,0.464,126.006,2,1,188571,4,60,2022-07-01,Trompeta,San Pacho,37i9dQZF1DX4dyzvuaRJ0n,mint,6o4BO9LLCPe5p43YKZzFuv
0.634,0.659,-7.143,0.0263,0.373,0.00325,0.161,0.38,126.977,4,1,257431,4,65,2022-09-02,Howl,Elderbrook,37i9dQZF1DX4dyzvuaRJ0n,mint,3360fzHkXtFCGSnTpyBMRA
0.623,0.866,-7.145,0.051,0.0109,0.785,0.637,0.244,125.967,7,1,244130,4,63,2022-08-17,Consciousness - Eric Prydz Remix,Anyma,37i9dQZF1DX4dyzvuaRJ0n,mint,1i5XRu1L0x7gIg9UGKqizL
0.742,0.855,-8.344,0.0611,0.0317,0.81,0.119,0.0455,138.008,1,0,420684,4,63,2022-10-14,Apollo - Original Mix,Charlotte de Witte,37i9dQZF1DX4dyzvuaRJ0n,mint,50OKS8aOeuiegMnJuPKUeN
0.792,0.704,-7.181,0.0631,0.00213,0.564,0.123,0.472,124.003,6,0,391591,4,64,2022-09-07,Dance With Me,Kevin de Vries,37i9dQZF1DX4dyzvuaRJ0n,mint,7i08AhQcrdD4GLlr2Pmamg
0.793,0.977,-5.31,0.0563,0.0324,0.0094,0.108,0.886,126.005,9,1,173357,4,53,2022-08-05,For One Night,Miane,37i9dQZF1DX4dyzvuaRJ0n,mint,4PDxk8IXTMxbRlSv7Cx2Hb
0.713,0.906,-2.299,0.14,0.0176,6.31e-05,0.168,0.733,124.033,1,1,156313,4,57,2022-08-26,ME WITHOUT U,Kaleena Zanders,37i9dQZF1DX4dyzvuaRJ0n,mint,6aEtOtuVYBDfR07qJm8wB3
0.838,0.803,-5.583,0.0713,0.00117,0.152,0.04,0.577,126.026,6,0,148539,4,57,2022-08-19,BUBBLEGUM,ESSEL,37i9dQZF1DX4dyzvuaRJ0n,mint,3VQWkf0zg6397V3ql6mwMq
0.618,0.943,-6.848,0.044,0.105,0.964,0.185,0.0915,123.989,10,0,210000,4,56,2022-08-12,Gratitude,Nora En Pure,37i9dQZF1DX4dyzvuaRJ0n,mint,5CvaeEX9dU9ZhwyoVIIgTO
0.352,0.666,-4.909,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,1,1,244235,4,67,2022-07-29,All That Really Matters,ILLENIUM,37i9dQZF1DX4dyzvuaRJ0n,mint,5zviMoAeuerK1Rd58qXASv
0.69,0.881,-5.924,0.0463,0.00196,0.811,0.218,0.662,125.019,5,0,216981,4,59,2022-09-02,Zorro,JADED,37i9dQZF1DX4dyzvuaRJ0n,mint,0hKa1iXJRQMcpMELUojgTI
0.648,0.757,-5.932,0.0296,0.276,0.092,0.0987,0.38,119.971,0,1,247327,4,52,2022-09-09,Be with You,Totally Enormous Extinct Dinosaurs,37i9dQZF1DX4dyzvuaRJ0n,mint,2ECjeYPCdRNeuCzO0W1UMW
0.609,0.765,-7.65,0.0633,0.149,0.017,0.0815,0.819,173.993,4,0,135013,4,71,2022-07-28,on & on,piri,37i9dQZF1DX4dyzvuaRJ0n,mint,2fmtrXfvbN8xkHwE0zgTTc
0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,7,0,175238,4,97,2022-08-26,I'm Good (Blue),David Guetta,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,4uUG5RXrOk84mYEfFvj3cK
0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,0,1,148486,4,95,2022-05-13,I Ain't Worried,OneRepublic,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,4h9wh7iOZ0GGn8QVp4RAOB
0.838,0.525,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,10,1,134256,4,94,2022-10-21,Made You Look,Meghan Trainor,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0QHEIqNKsMoOY5urbzN48u
0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,1,1,200040,4,91,2020-03-20,Blinding Lights,The Weeknd,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0VjIjW4GlUZAMYd2vXMi3b
0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,0,1,174000,4,89,2019-12-13,Watermelon Sugar,Harry Styles,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,6UelLqGlWMcVH1E5c4H7lY
0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,2,1,207853,4,87,2021-10-29,Shivers,Ed Sheeran,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,50nfwKoDiSYg8zOCREWAm5
0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,0,1,202246,4,86,2022-08-26,Hold Me Closer,Elton John,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,72yP0DUlWPyH8P7IoxskwN
0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,10,0,191822,4,86,2022-04-14,About Damn Time,Lizzo,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,1PckUlxKqWQs3RlWXVBLw3
0.737,0.846,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,1,0,143901,4,86,2021-09-17,THATS WHAT I WANT,Lil Nas X,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0e8nrvls4Qqv5Rfa2UhqmO
0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,0,0,155589,4,85,2022-06-10,Numb,Marshmello,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,10xV5l9nhLvFpR8mqzs0bL
0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,7,1,287120,4,85,2021-06-24,Pepas,Farruko,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,5fwSHlTEWpluwOM0Sxnh5k
0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,0,1,198082,4,85,2021-03-19,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,4iJyoBOLtHqaGxP12qzhQI
0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,6,0,199054,4,84,2020-11-20,Dynamite,BTS,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,5QDLhrAOJJdNAmCTJ8xMyW
0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,8,1,206071,4,83,2022-03-04,Bam Bam (feat. Ed Sheeran),Camila Cabello,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0QBzMgT7NIeoCYy3sJCof1
0.72,0.715,-4.652,0.04,0.258,0.0568,0.107,0.357,107.041,11,1,193813,4,84,2022-05-20,Music For a Sushi Restaurant,Harry Styles,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,5LYMamLv12UPbemOaTPyeV
0.588,0.701,-6.39,0.0402,0.00813,0.0,0.2,0.443,104.988,9,1,228000,4,83,2021-09-24,My Universe,Coldplay,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,3FeVmId7tL5YN8B7R3imoM
0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872,4,0,169756,4,83,2022-04-08,Crazy What Love Can Do,David Guetta,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,1WCEAGGRD066z2Q89ObXTq
0.593,0.503,-6.725,0.22,0.293,0.0,0.405,0.71,178.781,8,0,137704,4,83,2021-09-17,MONTERO (Call Me By Your Name),Lil Nas X,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,1SC5rEoYDGUK4NfG82494W
0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,0,1,269667,4,83,2015-01-12,Uptown Funk (feat. Bruno Mars),Mark Ronson,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,32OlwWuMpZ6b0aN2RZOeMS
0.721,0.769,-4.111,0.105,0.0922,0.0,0.0817,0.915,155.932,7,1,187108,4,82,2022-07-15,2 Be Loved (Am I Ready),Lizzo,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,2rmwqU7yzTvzkiaRV53DpT
0.697,0.875,-4.621,0.034,0.137,0.0,0.28,0.774,140.069,5,1,163855,4,82,2021-11-10,Sunshine,OneRepublic,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,5r43qanLhUCdBj8HN3fa6B
0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,1,0,186987,4,82,2018-04-27,2002,Anne-Marie,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,2BgEsaKNfHUdlh97KmvFyo
0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,7,1,129817,4,81,2022-06-30,Hot In It,Tiësto,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,3Z7CaxQkqbIs1rewKi6v4W
0.723,0.772,-6.784,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,1,1,146471,4,81,2022-06-10,Betty (Get Money),Yung Gravy,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,4cacyP5c3PMlfnyjpg13xW
0.824,0.862,-3.424,0.126,0.0076,0.000132,0.303,0.801,122.98,2,1,169153,4,81,2021-01-15,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,4cG7HUWYHBV6R6tHn1gxrl
0.637,0.69,-4.057,0.0405,0.00786,0.0,0.124,0.457,129.857,1,0,162399,4,81,2020-09-18,Kings & Queens,Ava Max,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,7a53HqqArd4b9NF4XAmlbI
0.759,0.459,-5.187,0.0948,0.00323,0.0,0.0788,0.695,109.997,8,1,164952,4,81,2022-06-10,Butter,BTS,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,6jjYDGxVJsWS0a5wlVF5vS
0.763,0.782,-4.541,0.0346,0.182,7.08e-06,0.293,0.502,127.034,7,0,177689,4,81,2022-02-04,Where Did You Go? (feat. MNEK),Jax Jones,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,3sa06xVNmLLYIxdNNmVQN8
0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,8,1,208867,4,81,2021-04-09,Kiss Me More (feat. SZA),Doja Cat,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,748mdHapucXQri7IAO8yFK
0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,0,0,160657,4,81,2021-09-24,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,6f5ExP43esnvdKPddwKXJH
0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,1,0,181027,4,81,2019-06-07,Sucker,Jonas Brothers,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,22vgEDb5hykfaTwLuskFGD
0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,11,1,184104,4,80,2021-08-20,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,0z8hI3OPS8ADPWtoCjjLl6
0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,5,0,232720,4,80,2014-03-03,"Happy - From ""Despicable Me 2""",Pharrell Williams,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,60nZcImufyMA1MKQY3dcCH
